,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,OBJECTID,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
216,Codeine,8.63,123.51,(7) Sun,0.14,1.97,(10) October,217,0,32.3,2018-10-07 03:00:00,TP02
217,Fentanyl,0.54,5.75,(1) Mon,0.01,0.11,(10) October,218,0,1.77,2018-10-01 03:00:00,TP02
218,Fentanyl,3.07,7.66,(2) Tue,0.07,0.17,(10) October,219,0,2.83,2018-10-02 03:00:00,TP02
219,Fentanyl,0.18,6.3,(3) Wed,0.0,0.13,(10) October,220,0,2.21,2018-10-03 03:00:00,TP02
220,Fentanyl,0.28,6.86,(4) Thu,0.01,0.14,(10) October,221,0,2.26,2018-10-04 03:00:00,TP02
221,Fentanyl,1.48,9.46,(5) Fri,0.03,0.16,(10) October,222,0,2.69,2018-10-05 03:00:00,TP02
222,Fentanyl,0.06,5.56,(6) Sat,0.0,0.09,(10) October,223,0,1.44,2018-10-06 03:00:00,TP02
223,Fentanyl,0.41,6.23,(7) Sun,0.01,0.1,(10) October,224,0,1.63,2018-10-07 03:00:00,TP02
224,Norfentanyl,2.91,12.4,(1) Mon,0.05,0.23,(10) October,225,0,3.81,2018-10-01 03:00:00,TP02
225,Norfentanyl,9.12,16.61,(2) Tue,0.21,0.37,(10) October,226,0,6.14,2018-10-02 03:00:00,TP02
226,Norfentanyl,2.77,17.96,(3) Wed,0.06,0.38,(10) October,227,0,6.3,2018-10-03 03:00:00,TP02
227,Norfentanyl,4.99,16.35,(4) Thu,0.1,0.33,(10) October,228,0,5.39,2018-10-04 03:00:00,TP02
228,Norfentanyl,3.82,32.88,(5) Fri,0.07,0.57,(10) October,229,0,9.35,2018-10-05 03:00:00,TP02
229,Norfentanyl,2.63,20.5,(6) Sat,0.04,0.32,(10) October,230,0,5.3,2018-10-06 03:00:00,TP02
230,Norfentanyl,3.43,18.97,(7) Sun,0.05,0.3,(10) October,231,0,4.96,2018-10-07 03:00:00,TP02
231,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(10) October,232,-10000,-9999.99,2018-10-01 03:00:00,TP02
232,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(10) October,233,-10000,-9999.99,2018-10-02 03:00:00,TP02
233,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(10) October,234,-10000,-9999.99,2018-10-03 03:00:00,TP02
234,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(10) October,235,-10000,-9999.99,2018-10-04 03:00:00,TP02
235,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(10) October,236,-10000,-9999.99,2018-10-05 03:00:00,TP02
236,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(10) October,237,-10000,-9999.99,2018-10-06 03:00:00,TP02
237,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(10) October,238,-10000,-9999.99,2018-10-07 03:00:00,TP02
238,6-Acetylmorphine,0.02,56.62,(1) Mon,0.0,1.06,(10) October,239,0,17.38,2018-10-01 03:00:00,TP02
239,6-Acetylmorphine,0.19,64.01,(2) Tue,0.0,1.44,(10) October,240,0,23.67,2018-10-02 03:00:00,TP02
240,6-Acetylmorphine,0.23,82.91,(3) Wed,0.0,1.77,(10) October,241,0,29.08,2018-10-03 03:00:00,TP02
241,6-Acetylmorphine,5.18,72.88,(4) Thu,0.1,1.46,(10) October,242,0,24.01,2018-10-04 03:00:00,TP02
242,6-Acetylmorphine,16.74,115.14,(5) Fri,0.29,1.99,(10) October,243,0,32.75,2018-10-05 03:00:00,TP02
243,6-Acetylmorphine,2.67,90.75,(6) Sat,0.04,1.43,(10) October,244,0,23.46,2018-10-06 03:00:00,TP02
244,6-Acetylmorphine,5.24,107.03,(7) Sun,0.08,1.7,(10) October,245,0,27.99,2018-10-07 03:00:00,TP02
245,Oxycodone,2.26,104.98,(1) Mon,0.04,2.06,(11) November,246,1,33.89,2018-11-13 02:00:00,TP02
246,Oxycodone,0.76,104.8,(2) Tue,0.01,1.96,(11) November,247,0,32.17,2018-11-14 02:00:00,TP02
247,Oxycodone,1.81,123.46,(3) Wed,0.03,2.21,(11) November,248,1,36.3,2018-11-15 02:00:00,TP02
248,Oxycodone,0.15,111.06,(4) Thu,0.0,2.03,(11) November,249,0,33.33,2018-11-16 02:00:00,TP02
249,Oxycodone,6.36,124.52,(5) Fri,0.11,2.14,(11) November,250,2,35.14,2018-11-17 02:00:00,TP02
250,Oxycodone,3.73,116.87,(6) Sat,0.06,1.96,(11) November,251,1,32.18,2018-11-18 02:00:00,TP02
251,Oxycodone,0.2,152.99,(7) Sun,0.0,2.69,(11) November,252,0,44.12,2018-11-19 02:00:00,TP02
252,Noroxycodone,0.99,133.7,(1) Mon,0.02,2.63,(11) November,253,0,43.16,2018-11-13 02:00:00,TP02
253,Noroxycodone,6.66,145.32,(2) Tue,0.12,2.72,(11) November,254,2,44.6,2018-11-14 02:00:00,TP02
254,Noroxycodone,11.34,215.94,(3) Wed,0.2,3.87,(11) November,255,3,63.5,2018-11-15 02:00:00,TP02
255,Noroxycodone,2.41,120.59,(4) Thu,0.04,2.2,(11) November,256,1,36.2,2018-11-16 02:00:00,TP02
256,Noroxycodone,1.85,145.37,(5) Fri,0.03,2.5,(11) November,257,1,41.03,2018-11-17 02:00:00,TP02
257,Noroxycodone,2.68,133.52,(6) Sat,0.04,2.24,(11) November,258,1,36.77,2018-11-18 02:00:00,TP02
258,Noroxycodone,13.55,187.18,(7) Sun,0.24,3.29,(11) November,259,4,53.98,2018-11-19 02:00:00,TP02
259,Codeine,0.17,127.88,(1) Mon,0.0,2.51,(11) November,260,0,41.28,2018-11-13 02:00:00,TP02
260,Codeine,1.88,114.7,(2) Tue,0.04,2.14,(11) November,261,1,35.2,2018-11-14 02:00:00,TP02
261,Codeine,4.79,306.1,(3) Wed,0.09,5.48,(11) November,262,1,90.01,2018-11-15 02:00:00,TP02
262,Codeine,3.69,101.64,(4) Thu,0.07,1.86,(11) November,263,1,30.51,2018-11-16 02:00:00,TP02
263,Codeine,11.35,131.46,(5) Fri,0.2,2.26,(11) November,264,3,37.1,2018-11-17 02:00:00,TP02
264,Codeine,2.67,112.42,(6) Sat,0.04,1.88,(11) November,265,1,30.96,2018-11-18 02:00:00,TP02
265,Codeine,2.63,165.51,(7) Sun,0.05,2.91,(11) November,266,1,47.73,2018-11-19 02:00:00,TP02
266,Fentanyl,0.22,5.09,(1) Mon,0.0,0.1,(11) November,267,0,1.64,2018-11-13 02:00:00,TP02
267,Fentanyl,0.03,3.18,(2) Tue,0.0,0.06,(11) November,268,0,0.97,2018-11-14 02:00:00,TP02
268,Fentanyl,0.25,4.26,(3) Wed,0.0,0.08,(11) November,269,0,1.25,2018-11-15 02:00:00,TP02
269,Fentanyl,0.0,4.13,(4) Thu,0.0,0.08,(11) November,270,0,1.24,2018-11-16 02:00:00,TP02
270,Fentanyl,0.45,6.21,(5) Fri,0.01,0.11,(11) November,271,0,1.75,2018-11-17 02:00:00,TP02
271,Fentanyl,0.3,5.38,(6) Sat,0.01,0.09,(11) November,272,0,1.48,2018-11-18 02:00:00,TP02
272,Fentanyl,0.08,2.79,(7) Sun,0.0,0.05,(11) November,273,0,0.8,2018-11-19 02:00:00,TP02
273,Norfentanyl,0.62,8.9,(1) Mon,0.01,0.18,(11) November,274,0,2.87,2018-11-13 02:00:00,TP02
274,Norfentanyl,0.29,6.75,(2) Tue,0.01,0.13,(11) November,275,0,2.07,2018-11-14 02:00:00,TP02
275,Norfentanyl,0.05,7.26,(3) Wed,0.0,0.13,(11) November,276,0,2.13,2018-11-15 02:00:00,TP02
276,Norfentanyl,0.62,8.23,(4) Thu,0.01,0.15,(11) November,277,0,2.47,2018-11-16 02:00:00,TP02
277,Norfentanyl,1.21,12.84,(5) Fri,0.02,0.22,(11) November,278,0,3.62,2018-11-17 02:00:00,TP02
278,Norfentanyl,0.68,10.58,(6) Sat,0.01,0.18,(11) November,279,0,2.91,2018-11-18 02:00:00,TP02
279,Norfentanyl,0.81,11.71,(7) Sun,0.01,0.21,(11) November,280,0,3.38,2018-11-19 02:00:00,TP02
280,Heroin,0.73,7.65,(1) Mon,0.01,0.15,(11) November,281,0,2.47,2018-11-13 02:00:00,TP02
281,Heroin,1.87,39.81,(2) Tue,0.04,0.74,(11) November,282,1,12.22,2018-11-14 02:00:00,TP02
282,Heroin,0.0,19.69,(3) Wed,0.18,0.18,(11) November,283,0,5.79,2018-11-15 02:00:00,TP02
283,Heroin,0.6,26.23,(4) Thu,0.01,0.48,(11) November,284,0,7.87,2018-11-16 02:00:00,TP02
284,Heroin,3.6,61.1,(5) Fri,0.06,1.05,(11) November,285,1,17.24,2018-11-17 02:00:00,TP02
285,Heroin,1.0,18.51,(6) Sat,0.02,0.31,(11) November,286,0,5.1,2018-11-18 02:00:00,TP02
286,Heroin,0.11,12.61,(7) Sun,0.0,0.22,(11) November,287,0,3.64,2018-11-19 02:00:00,TP02
287,6-Acetylmorphine,1.2,55.64,(1) Mon,0.02,1.09,(11) November,288,0,17.96,2018-11-13 02:00:00,TP02
288,6-Acetylmorphine,0.57,59.85,(2) Tue,0.01,1.12,(11) November,289,0,18.37,2018-11-14 02:00:00,TP02
289,6-Acetylmorphine,0.32,69.71,(3) Wed,0.01,1.25,(11) November,290,0,20.5,2018-11-15 02:00:00,TP02
290,6-Acetylmorphine,2.94,54.88,(4) Thu,0.05,1.0,(11) November,291,1,16.47,2018-11-16 02:00:00,TP02
291,6-Acetylmorphine,0.11,101.34,(5) Fri,0.0,1.74,(11) November,292,0,28.6,2018-11-17 02:00:00,TP02
292,6-Acetylmorphine,0.55,69.9,(6) Sat,0.01,1.17,(11) November,293,0,19.25,2018-11-18 02:00:00,TP02
293,6-Acetylmorphine,2.3,55.6,(7) Sun,0.04,0.98,(11) November,294,1,16.03,2018-11-19 02:00:00,TP02
294,Oxycodone,1.58,84.68,(1) Mon,0.03,1.46,(12) December,295,0,23.94,2018-12-03 02:00:00,TP02
295,Oxycodone,1.77,94.89,(2) Tue,0.03,1.71,(12) December,296,1,28.05,2018-12-04 02:00:00,TP02
296,Oxycodone,2.33,125.04,(3) Wed,0.04,2.27,(12) December,297,1,37.27,2018-12-05 02:00:00,TP02
297,Oxycodone,2.01,107.99,(4) Thu,0.03,1.87,(12) December,298,1,30.69,2018-12-06 02:00:00,TP02
298,Oxycodone,1.84,98.65,(5) Fri,0.03,1.72,(12) December,299,1,28.25,2018-12-07 02:00:00,TP02
299,Oxycodone,2.26,121.64,(6) Sat,0.04,2.07,(12) December,300,1,34.01,2018-12-08 02:00:00,TP02
300,Oxycodone,3.02,162.05,(7) Sun,0.05,2.58,(12) December,301,1,42.43,2018-12-09 02:00:00,TP02
301,Noroxycodone,2.52,120.31,(1) Mon,0.04,2.07,(12) December,302,1,34.02,2018-12-03 02:00:00,TP02
302,Noroxycodone,2.86,136.58,(2) Tue,0.05,2.46,(12) December,303,1,40.37,2018-12-04 02:00:00,TP02
303,Noroxycodone,3.3,157.46,(3) Wed,0.06,2.86,(12) December,304,1,46.93,2018-12-05 02:00:00,TP02
304,Noroxycodone,3.0,143.12,(4) Thu,0.05,2.48,(12) December,305,1,40.68,2018-12-06 02:00:00,TP02
305,Noroxycodone,2.67,127.13,(5) Fri,0.05,2.22,(12) December,306,1,36.41,2018-12-07 02:00:00,TP02
306,Noroxycodone,3.15,150.34,(6) Sat,0.05,2.56,(12) December,307,1,42.03,2018-12-08 02:00:00,TP02
307,Noroxycodone,4.26,203.2,(7) Sun,0.07,3.24,(12) December,308,1,53.2,2018-12-09 02:00:00,TP02
308,Codeine,9.95,147.63,(1) Mon,0.17,2.54,(12) December,309,3,41.74,2018-12-03 02:00:00,TP02
309,Codeine,10.24,152.02,(2) Tue,0.18,2.74,(12) December,310,3,44.93,2018-12-04 02:00:00,TP02
310,Codeine,10.15,150.7,(3) Wed,0.18,2.73,(12) December,311,3,44.92,2018-12-05 02:00:00,TP02
311,Codeine,9.38,139.19,(4) Thu,0.16,2.41,(12) December,312,3,39.56,2018-12-06 02:00:00,TP02
312,Codeine,9.52,141.29,(5) Fri,0.17,2.46,(12) December,313,3,40.46,2018-12-07 02:00:00,TP02
313,Codeine,9.29,137.86,(6) Sat,0.16,2.35,(12) December,314,3,38.54,2018-12-08 02:00:00,TP02
314,Codeine,14.97,222.17,(7) Sun,0.24,3.54,(12) December,315,4,58.16,2018-12-09 02:00:00,TP02
315,Fentanyl,0.35,3.77,(1) Mon,0.01,0.06,(12) December,316,0,1.07,2018-12-03 02:00:00,TP02
316,Fentanyl,0.41,4.49,(2) Tue,0.01,0.08,(12) December,317,0,1.33,2018-12-04 02:00:00,TP02
317,Fentanyl,0.32,3.43,(3) Wed,0.01,0.06,(12) December,318,0,1.02,2018-12-05 02:00:00,TP02
318,Fentanyl,0.44,4.81,(4) Thu,0.01,0.08,(12) December,319,0,1.37,2018-12-06 02:00:00,TP02
319,Fentanyl,0.41,4.5,(5) Fri,0.01,0.08,(12) December,320,0,1.29,2018-12-07 02:00:00,TP02
320,Fentanyl,0.39,4.29,(6) Sat,0.01,0.07,(12) December,321,0,1.2,2018-12-08 02:00:00,TP02
321,Fentanyl,0.6,6.59,(7) Sun,0.01,0.11,(12) December,322,0,1.72,2018-12-09 02:00:00,TP02
322,Norfentanyl,1.01,7.42,(1) Mon,0.02,0.13,(12) December,323,0,2.1,2018-12-03 02:00:00,TP02
323,Norfentanyl,3.59,26.33,(2) Tue,0.06,0.47,(12) December,324,1,7.78,2018-12-04 02:00:00,TP02
324,Norfentanyl,2.44,17.89,(3) Wed,0.04,0.32,(12) December,325,1,5.33,2018-12-05 02:00:00,TP02
325,Norfentanyl,1.24,9.08,(4) Thu,0.02,0.16,(12) December,326,0,2.58,2018-12-06 02:00:00,TP02
326,Norfentanyl,1.83,13.42,(5) Fri,0.03,0.23,(12) December,327,1,3.84,2018-12-07 02:00:00,TP02
327,Norfentanyl,2.28,16.71,(6) Sat,0.04,0.28,(12) December,328,1,4.67,2018-12-08 02:00:00,TP02
328,Norfentanyl,1.74,12.72,(7) Sun,0.03,0.2,(12) December,329,0,3.33,2018-12-09 02:00:00,TP02
329,Heroin,0.13,28.78,(1) Mon,0.0,0.5,(12) December,330,0,8.14,2018-12-03 02:00:00,TP02
330,Heroin,0.19,42.07,(2) Tue,0.0,0.76,(12) December,331,0,12.44,2018-12-04 02:00:00,TP02
331,Heroin,0.15,33.5,(3) Wed,0.0,0.61,(12) December,332,0,9.99,2018-12-05 02:00:00,TP02
332,Heroin,0.11,24.61,(4) Thu,0.0,0.43,(12) December,333,0,6.99,2018-12-06 02:00:00,TP02
333,Heroin,0.16,35.35,(5) Fri,0.0,0.62,(12) December,334,0,10.12,2018-12-07 02:00:00,TP02
334,Heroin,0.22,50.15,(6) Sat,0.0,0.85,(12) December,335,0,14.02,2018-12-08 02:00:00,TP02
335,Heroin,0.23,53.06,(7) Sun,0.0,0.85,(12) December,336,0,13.89,2018-12-09 02:00:00,TP02
336,6-Acetylmorphine,0.56,61.74,(1) Mon,0.01,1.06,(12) December,337,0,17.46,2018-12-03 02:00:00,TP02
337,6-Acetylmorphine,0.75,82.83,(2) Tue,0.01,1.49,(12) December,338,0,24.48,2018-12-04 02:00:00,TP02
338,6-Acetylmorphine,0.74,81.72,(3) Wed,0.01,1.48,(12) December,339,0,24.36,2018-12-05 02:00:00,TP02
339,6-Acetylmorphine,0.62,68.47,(4) Thu,0.01,1.18,(12) December,340,0,19.46,2018-12-06 02:00:00,TP02
340,6-Acetylmorphine,0.75,83.17,(5) Fri,0.01,1.45,(12) December,341,0,23.82,2018-12-07 02:00:00,TP02
341,6-Acetylmorphine,0.89,98.0,(6) Sat,0.02,1.67,(12) December,342,0,27.4,2018-12-08 02:00:00,TP02
342,6-Acetylmorphine,1.13,124.85,(7) Sun,0.02,1.99,(12) December,343,0,32.69,2018-12-09 02:00:00,TP02
343,Oxycodone,0.19,67.38,(1) Mon,0.0,1.3,(01) January,1030,0,21.28,2019-01-07 02:00:00,TP02
344,Oxycodone,0.25,87.79,(2) Tue,0.0,1.72,(01) January,1031,0,28.24,2019-01-08 02:00:00,TP02
345,Oxycodone,0.22,75.13,(3) Wed,0.0,1.41,(01) January,1032,0,23.18,2019-01-09 02:00:00,TP02
346,Oxycodone,0.23,78.57,(4) Thu,0.0,1.44,(01) January,1033,0,23.61,2019-01-10 02:00:00,TP02
347,Oxycodone,0.27,95.1,(5) Fri,0.0,1.72,(01) January,1034,0,28.28,2019-01-11 02:00:00,TP02
348,Oxycodone,0.29,99.21,(6) Sat,0.0,1.67,(01) January,1035,0,27.42,2019-01-12 02:00:00,TP02
349,Oxycodone,0.27,92.2,(7) Sun,0.0,1.52,(01) January,1036,0,24.95,2019-01-13 02:00:00,TP02
350,Noroxycodone,1.24,95.0,(1) Mon,0.02,1.83,(01) January,1037,0,30.0,2019-01-07 02:00:00,TP02
351,Noroxycodone,1.45,111.28,(2) Tue,0.03,2.18,(01) January,1038,0,35.79,2019-01-08 02:00:00,TP02
352,Noroxycodone,1.35,103.79,(3) Wed,0.03,1.95,(01) January,1039,0,32.02,2019-01-09 02:00:00,TP02
353,Noroxycodone,1.14,87.72,(4) Thu,0.02,1.61,(01) January,1040,0,26.37,2019-01-10 02:00:00,TP02
354,Noroxycodone,1.48,113.29,(5) Fri,0.03,2.05,(01) January,1041,0,33.69,2019-01-11 02:00:00,TP02
355,Noroxycodone,1.53,117.62,(6) Sat,0.03,1.98,(01) January,1042,0,32.51,2019-01-12 02:00:00,TP02
356,Noroxycodone,1.29,99.34,(7) Sun,0.02,1.64,(01) January,1043,0,26.89,2019-01-13 02:00:00,TP02
357,Codeine,1.18,103.53,(1) Mon,0.02,1.99,(01) January,1044,0,32.69,2019-01-07 02:00:00,TP02
358,Codeine,1.3,114.15,(2) Tue,0.03,2.24,(01) January,1045,0,36.71,2019-01-08 02:00:00,TP02
359,Codeine,1.34,117.61,(3) Wed,0.03,2.21,(01) January,1046,0,36.28,2019-01-09 02:00:00,TP02
360,Codeine,1.37,120.47,(4) Thu,0.03,2.2,(01) January,1047,0,36.21,2019-01-10 02:00:00,TP02
361,Codeine,1.7,149.37,(5) Fri,0.03,2.7,(01) January,1048,0,44.42,2019-01-11 02:00:00,TP02
362,Codeine,1.41,124.34,(6) Sat,0.02,2.09,(01) January,1049,0,34.37,2019-01-12 02:00:00,TP02
363,Codeine,1.41,124.09,(7) Sun,0.02,2.04,(01) January,1050,0,33.59,2019-01-13 02:00:00,TP02
364,Fentanyl,0.09,10.81,(1) Mon,0.0,0.21,(01) January,1051,0,3.41,2019-01-07 02:00:00,TP02
365,Fentanyl,0.09,11.05,(2) Tue,0.0,0.22,(01) January,1052,0,3.56,2019-01-08 02:00:00,TP02
366,Fentanyl,0.09,10.38,(3) Wed,0.0,0.19,(01) January,1053,0,3.2,2019-01-09 02:00:00,TP02
367,Fentanyl,0.11,13.32,(4) Thu,0.0,0.24,(01) January,1054,0,4.0,2019-01-10 02:00:00,TP02
368,Fentanyl,0.1,12.01,(5) Fri,0.0,0.22,(01) January,1055,0,3.57,2019-01-11 02:00:00,TP02
369,Fentanyl,0.1,12.14,(6) Sat,0.0,0.2,(01) January,1056,0,3.36,2019-01-12 02:00:00,TP02
370,Fentanyl,0.09,10.77,(7) Sun,0.0,0.18,(01) January,1057,0,2.91,2019-01-13 02:00:00,TP02
371,Norfentanyl,2.73,35.21,(1) Mon,0.05,0.68,(01) January,1058,1,11.12,2019-01-07 02:00:00,TP02
372,Norfentanyl,2.74,35.35,(2) Tue,0.05,0.69,(01) January,1059,1,11.37,2019-01-08 02:00:00,TP02
373,Norfentanyl,2.26,29.2,(3) Wed,0.04,0.55,(01) January,1060,1,9.01,2019-01-09 02:00:00,TP02
374,Norfentanyl,1.84,23.73,(4) Thu,0.03,0.43,(01) January,1061,1,7.13,2019-01-10 02:00:00,TP02
375,Norfentanyl,2.62,33.77,(5) Fri,0.05,0.61,(01) January,1062,1,10.04,2019-01-11 02:00:00,TP02
376,Norfentanyl,2.67,34.47,(6) Sat,0.04,0.58,(01) January,1063,1,9.53,2019-01-12 02:00:00,TP02
377,Norfentanyl,1.93,24.88,(7) Sun,0.03,0.41,(01) January,1064,1,6.73,2019-01-13 02:00:00,TP02
378,Heroin,0.22,52.67,(1) Mon,0.0,1.01,(01) January,1065,0,16.63,2019-01-07 02:00:00,TP02
379,Heroin,0.22,53.32,(2) Tue,0.0,1.04,(01) January,1066,0,17.15,2019-01-08 02:00:00,TP02
380,Heroin,0.18,44.66,(3) Wed,0.0,0.84,(01) January,1067,0,13.78,2019-01-09 02:00:00,TP02
381,Heroin,0.16,39.88,(4) Thu,0.0,0.73,(01) January,1068,0,11.99,2019-01-10 02:00:00,TP02
382,Heroin,0.15,37.13,(5) Fri,0.0,0.67,(01) January,1069,0,11.04,2019-01-11 02:00:00,TP02
383,Heroin,0.17,41.95,(6) Sat,0.0,0.71,(01) January,1070,0,11.59,2019-01-12 02:00:00,TP02
384,Heroin,0.26,62.56,(7) Sun,0.0,1.03,(01) January,1071,0,16.93,2019-01-13 02:00:00,TP02
385,6-Acetylmorphine,7.05,79.6,(1) Mon,0.14,1.53,(01) January,1072,2,25.14,2019-01-07 02:00:00,TP02
386,6-Acetylmorphine,5.5,62.11,(2) Tue,0.11,1.22,(01) January,1073,2,19.98,2019-01-08 02:00:00,TP02
387,6-Acetylmorphine,6.51,73.51,(3) Wed,0.12,1.38,(01) January,1074,2,22.68,2019-01-09 02:00:00,TP02
388,6-Acetylmorphine,4.56,51.42,(4) Thu,0.08,0.94,(01) January,1075,1,15.45,2019-01-10 02:00:00,TP02
389,6-Acetylmorphine,6.0,67.74,(5) Fri,0.11,1.23,(01) January,1076,2,20.14,2019-01-11 02:00:00,TP02
390,6-Acetylmorphine,6.21,70.04,(6) Sat,0.1,1.18,(01) January,1077,2,19.36,2019-01-12 02:00:00,TP02
391,6-Acetylmorphine,9.28,104.72,(7) Sun,0.15,1.73,(01) January,1078,3,28.34,2019-01-13 02:00:00,TP02
392,Oxycodone,0.0,0.13,(2) Tue,0.02,2.23,(02) Feb,1177,0,36.58,2019-02-19 02:00:00,TP02
393,Oxycodone,0.0,0.11,(3) Wed,0.05,1.95,(02) Feb,1178,1,32.08,2019-02-20 02:00:00,TP02
394,Oxycodone,0.01,0.12,(4) Thu,0.12,2.21,(02) Feb,1179,2,36.22,2019-02-21 02:00:00,TP02
395,Oxycodone,0.01,0.18,(5) Fri,0.19,3.4,(02) Feb,1180,3,55.8,2019-02-22 02:00:00,TP02
396,Oxycodone,0.0,0.14,(6) Sat,0.03,2.29,(02) Feb,1181,0,37.56,2019-02-23 02:00:00,TP02
397,Oxycodone,0.01,0.14,(7) Sun,0.16,2.16,(02) Feb,1182,3,35.44,2019-02-24 02:00:00,TP02
398,Oxycodone,0.0,0.11,(1) Mon,0.03,1.87,(02) Feb,1183,1,30.74,2019-02-25 02:00:00,TP02
399,Noroxycodone,0.0,0.16,(2) Tue,0.01,2.76,(02) Feb,1184,0,45.37,2019-02-19 02:00:00,TP02
400,Noroxycodone,0.0,0.16,(3) Wed,0.02,2.82,(02) Feb,1185,0,46.25,2019-02-20 02:00:00,TP02
401,Noroxycodone,0.0,0.16,(4) Thu,0.09,2.96,(02) Feb,1186,1,48.69,2019-02-21 02:00:00,TP02
402,Noroxycodone,0.01,0.2,(5) Fri,0.25,3.85,(02) Feb,1187,4,63.15,2019-02-22 02:00:00,TP02
403,Noroxycodone,0.0,0.18,(6) Sat,0.02,2.79,(02) Feb,1188,0,45.88,2019-02-23 02:00:00,TP02
404,Noroxycodone,0.0,0.16,(7) Sun,0.06,2.49,(02) Feb,1189,1,40.87,2019-02-24 02:00:00,TP02
405,Noroxycodone,0.01,0.13,(1) Mon,0.13,2.29,(02) Feb,1190,2,37.67,2019-02-25 02:00:00,TP02
406,Codeine,0.02,0.18,(2) Tue,0.3,3.16,(02) Feb,1191,5,51.87,2019-02-19 02:00:00,TP02
407,Codeine,0.02,0.19,(3) Wed,0.3,3.45,(02) Feb,1192,5,56.69,2019-02-20 02:00:00,TP02
408,Codeine,0.01,0.17,(4) Thu,0.1,3.05,(02) Feb,1193,2,50.14,2019-02-21 02:00:00,TP02
409,Codeine,0.01,0.25,(5) Fri,0.19,4.81,(02) Feb,1194,3,79.04,2019-02-22 02:00:00,TP02
410,Codeine,0.01,0.2,(6) Sat,0.21,3.25,(02) Feb,1195,4,53.35,2019-02-23 02:00:00,TP02
411,Codeine,0.01,0.15,(7) Sun,0.18,2.47,(02) Feb,1196,3,40.62,2019-02-24 02:00:00,TP02
412,Codeine,0.0,0.15,(1) Mon,0.04,2.7,(02) Feb,1197,1,44.39,2019-02-25 02:00:00,TP02
413,Fentanyl,0.0,0.01,(2) Tue,0.0,0.13,(02) Feb,1198,0,2.12,2019-02-19 02:00:00,TP02
414,Fentanyl,0.0,0.01,(3) Wed,0.01,0.12,(02) Feb,1199,0,2.01,2019-02-20 02:00:00,TP02
415,Fentanyl,0.0,0.01,(4) Thu,0.0,0.12,(02) Feb,1200,0,2.01,2019-02-21 02:00:00,TP02
416,Fentanyl,0.0,0.01,(5) Fri,0.01,0.16,(02) Feb,1201,0,2.55,2019-02-22 02:00:00,TP02
417,Fentanyl,0.0,0.01,(6) Sat,0.0,0.12,(02) Feb,1202,0,2.02,2019-02-23 02:00:00,TP02
418,Fentanyl,0.0,0.01,(7) Sun,0.0,0.1,(02) Feb,1203,0,1.62,2019-02-24 02:00:00,TP02
419,Fentanyl,0.0,0.01,(1) Mon,0.01,0.1,(02) Feb,1204,0,1.68,2019-02-25 02:00:00,TP02
420,Norfentanyl,0.0,0.05,(2) Tue,0.05,0.83,(02) Feb,1205,1,13.65,2019-02-19 02:00:00,TP02
421,Norfentanyl,0.0,0.05,(3) Wed,0.02,0.98,(02) Feb,1206,0,16.06,2019-02-20 02:00:00,TP02
422,Norfentanyl,0.0,0.05,(4) Thu,0.04,0.93,(02) Feb,1207,1,15.22,2019-02-21 02:00:00,TP02
423,Norfentanyl,0.01,0.07,(5) Fri,0.13,1.26,(02) Feb,1208,2,20.7,2019-02-22 02:00:00,TP02
424,Norfentanyl,0.0,0.06,(6) Sat,0.07,0.89,(02) Feb,1209,1,14.62,2019-02-23 02:00:00,TP02
425,Norfentanyl,0.01,0.05,(7) Sun,0.09,0.85,(02) Feb,1210,1,13.96,2019-02-24 02:00:00,TP02
426,Norfentanyl,0.0,0.04,(1) Mon,0.03,0.68,(02) Feb,1211,1,11.15,2019-02-25 02:00:00,TP02
427,Heroin,0.0,0.04,(2) Tue,0.05,0.77,(02) Feb,1212,1,12.63,2019-02-19 02:00:00,TP02
428,Heroin,0.0,0.02,(3) Wed,0.0,0.37,(02) Feb,1213,0,6.16,2019-02-20 02:00:00,TP02
429,Heroin,0.0,0.02,(4) Thu,0.03,0.43,(02) Feb,1214,1,7.03,2019-02-21 02:00:00,TP02
430,Heroin,0.01,0.05,(5) Fri,0.12,0.88,(02) Feb,1215,2,14.51,2019-02-22 02:00:00,TP02
431,Heroin,0.0,0.03,(6) Sat,0.01,0.42,(02) Feb,1216,0,6.84,2019-02-23 02:00:00,TP02
432,Heroin,0.0,0.03,(7) Sun,0.01,0.47,(02) Feb,1217,0,7.8,2019-02-24 02:00:00,TP02
433,Heroin,0.0,0.02,(1) Mon,0.02,0.33,(02) Feb,1218,0,5.36,2019-02-25 02:00:00,TP02
