,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,OBJECTID,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
234,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(10) October,921,-10000,-9999.99,1538636400000,TP05
235,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(10) October,922,-10000,-9999.99,1538722800000,TP05
236,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(10) October,923,-10000,-9999.99,1538809200000,TP05
237,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(10) October,924,-10000,-9999.99,1538895600000,TP05
238,6-Acetylmorphine,0.73,10.41,(1) Mon,0.0,0.01,(10) October,925,0,2.52,1538377200000,TP05
239,6-Acetylmorphine,0.19,9.09,(2) Tue,0.0,0.02,(10) October,926,0,8.34,1538463600000,TP05
240,6-Acetylmorphine,0.81,11.6,(3) Wed,0.0,0.01,(10) October,927,0,4.82,1538550000000,TP05
241,6-Acetylmorphine,1.52,9.18,(4) Thu,0.0,0.01,(10) October,928,0,2.74,1538636400000,TP05
242,6-Acetylmorphine,0.71,14.3,(5) Fri,0.0,0.01,(10) October,929,0,4.03,1538722800000,TP05
243,6-Acetylmorphine,0.6,8.21,(6) Sat,0.0,0.0,(10) October,930,0,1.46,1538809200000,TP05
244,6-Acetylmorphine,0.92,5.95,(7) Sun,0.0,0.0,(10) October,931,0,0.96,1538895600000,TP05
245,Oxycodone,5.26,139.11,(1) Mon,0.0,0.08,(11) November,932,1,29.74,1542092400000,TP05
246,Oxycodone,0.64,150.55,(2) Tue,0.0,0.09,(11) November,933,0,31.79,1542178800000,TP05
247,Oxycodone,1.69,163.06,(3) Wed,0.0,0.1,(11) November,934,0,36.03,1542265200000,TP05
248,Oxycodone,3.52,187.12,(4) Thu,0.0,0.1,(11) November,935,1,36.35,1542351600000,TP05
249,Oxycodone,5.15,106.62,(5) Fri,0.0,0.03,(11) November,936,1,10.94,1542438000000,TP05
250,Oxycodone,10.99,531.21,(6) Sat,0.0,0.14,(11) November,937,1,49.38,1542524400000,TP05
251,Oxycodone,1.15,141.36,(7) Sun,0.0,0.08,(11) November,938,0,28.41,1542610800000,TP05
252,Noroxycodone,6.23,175.75,(1) Mon,0.0,0.11,(11) November,939,1,37.57,1542092400000,TP05
253,Noroxycodone,0.43,180.48,(2) Tue,0.0,0.11,(11) November,940,0,38.11,1542178800000,TP05
254,Noroxycodone,7.54,184.35,(3) Wed,0.0,0.11,(11) November,941,2,40.73,1542265200000,TP05
255,Noroxycodone,3.63,231.24,(4) Thu,0.0,0.13,(11) November,942,1,44.93,1542351600000,TP05
256,Noroxycodone,7.29,129.42,(5) Fri,0.0,0.04,(11) November,943,1,13.28,1542438000000,TP05
257,Noroxycodone,5.07,804.37,(6) Sat,0.0,0.21,(11) November,944,0,74.77,1542524400000,TP05
258,Noroxycodone,4.34,175.94,(7) Sun,0.0,0.1,(11) November,945,1,35.35,1542610800000,TP05
259,Codeine,0.0,184.95,(1) Mon,0.06,0.06,(11) November,946,0,39.53,1542092400000,TP05
260,Codeine,1.34,99.19,(2) Tue,0.0,0.06,(11) November,947,0,20.95,1542178800000,TP05
261,Codeine,4.49,272.68,(3) Wed,0.0,0.17,(11) November,948,1,60.25,1542265200000,TP05
262,Codeine,18.07,202.09,(4) Thu,0.01,0.11,(11) November,949,4,39.26,1542351600000,TP05
263,Codeine,3.97,126.69,(5) Fri,0.0,0.04,(11) November,950,0,13.0,1542438000000,TP05
264,Codeine,11.18,166.86,(6) Sat,0.0,0.04,(11) November,951,1,15.51,1542524400000,TP05
265,Codeine,4.91,205.92,(7) Sun,0.0,0.12,(11) November,952,1,41.38,1542610800000,TP05
266,Fentanyl,0.19,5.17,(1) Mon,0.0,0.0,(11) November,953,0,1.1,1542092400000,TP05
267,Fentanyl,0.13,1.8,(2) Tue,0.0,0.0,(11) November,954,0,0.38,1542178800000,TP05
268,Fentanyl,0.03,5.45,(3) Wed,0.0,0.0,(11) November,955,0,1.2,1542265200000,TP05
269,Fentanyl,0.1,4.48,(4) Thu,0.0,0.0,(11) November,956,0,0.87,1542351600000,TP05
270,Fentanyl,0.52,3.43,(5) Fri,0.0,0.0,(11) November,957,0,0.35,1542438000000,TP05
271,Fentanyl,0.03,1.64,(6) Sat,0.0,0.0,(11) November,958,0,0.15,1542524400000,TP05
272,Fentanyl,0.17,2.8,(7) Sun,0.0,0.0,(11) November,959,0,0.56,1542610800000,TP05
273,Norfentanyl,0.59,19.38,(1) Mon,0.0,0.01,(11) November,960,0,4.14,1542092400000,TP05
274,Norfentanyl,0.36,6.44,(2) Tue,0.0,0.0,(11) November,961,0,1.36,1542178800000,TP05
275,Norfentanyl,1.14,11.8,(3) Wed,0.0,0.01,(11) November,962,0,2.61,1542265200000,TP05
276,Norfentanyl,0.07,5.99,(4) Thu,0.0,0.0,(11) November,963,0,1.16,1542351600000,TP05
277,Norfentanyl,0.21,7.99,(5) Fri,0.0,0.0,(11) November,964,0,0.82,1542438000000,TP05
278,Norfentanyl,0.1,3.26,(6) Sat,0.0,0.0,(11) November,965,0,0.3,1542524400000,TP05
279,Norfentanyl,0.2,12.49,(7) Sun,0.0,0.01,(11) November,966,0,2.51,1542610800000,TP05
280,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(11) November,967,-10000,-9999.99,1542092400000,TP05
281,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(11) November,968,-10000,-9999.99,1542178800000,TP05
282,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(11) November,969,-10000,-9999.99,1542265200000,TP05
283,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(11) November,970,-10000,-9999.99,1542351600000,TP05
284,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(11) November,971,-10000,-9999.99,1542438000000,TP05
285,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(11) November,972,-10000,-9999.99,1542524400000,TP05
286,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(11) November,973,-10000,-9999.99,1542610800000,TP05
287,6-Acetylmorphine,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(11) November,974,-10000,-9999.99,1542092400000,TP05
288,6-Acetylmorphine,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(11) November,975,-10000,-9999.99,1542178800000,TP05
289,6-Acetylmorphine,0.35,9.42,(3) Wed,0.0,0.01,(11) November,976,0,2.08,1542265200000,TP05
290,6-Acetylmorphine,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(11) November,977,-10000,-9999.99,1542351600000,TP05
291,6-Acetylmorphine,2.2,15.17,(5) Fri,0.0,0.0,(11) November,978,0,1.56,1542438000000,TP05
292,6-Acetylmorphine,0.54,24.51,(6) Sat,0.0,0.01,(11) November,979,0,2.28,1542524400000,TP05
293,6-Acetylmorphine,0.36,10.51,(7) Sun,0.0,0.01,(11) November,980,0,2.11,1542610800000,TP05
294,Oxycodone,0.12,150.73,(1) Mon,0.0,0.09,(12) December,981,0,32.38,1543820400000,TP05
295,Oxycodone,0.11,133.88,(2) Tue,0.0,0.09,(12) December,982,0,30.48,1543906800000,TP05
296,Oxycodone,0.0,106.17,(3) Wed,0.0,0.06,(12) December,983,0,21.34,1543993200000,TP05
297,Oxycodone,0.0,89.06,(4) Thu,0.0,0.06,(12) December,984,0,20.01,1544079600000,TP05
298,Oxycodone,0.0,113.86,(5) Fri,0.0,0.06,(12) December,985,0,22.33,1544166000000,TP05
299,Oxycodone,0.0,111.06,(6) Sat,0.0,0.03,(12) December,986,0,11.89,1544252400000,TP05
300,Oxycodone,0.0,55.61,(7) Sun,0.0,0.02,(12) December,987,0,5.44,1544338800000,TP05
301,Noroxycodone,13.77,209.75,(1) Mon,0.01,0.13,(12) December,988,3,45.06,1543820400000,TP05
302,Noroxycodone,16.19,246.66,(2) Tue,0.0,0.16,(12) December,989,4,56.17,1543906800000,TP05
303,Noroxycodone,0.0,159.8,(3) Wed,0.0,0.09,(12) December,990,2,32.12,1543993200000,TP05
304,Noroxycodone,0.0,133.42,(4) Thu,0.0,0.08,(12) December,991,2,29.98,1544079600000,TP05
305,Noroxycodone,0.0,214.55,(5) Fri,0.0,0.12,(12) December,992,3,42.08,1544166000000,TP05
306,Noroxycodone,0.0,145.01,(6) Sat,0.0,0.04,(12) December,993,1,15.52,1544252400000,TP05
307,Noroxycodone,0.0,78.36,(7) Sun,0.0,0.02,(12) December,994,0,7.66,1544338800000,TP05
308,Codeine,25.04,312.24,(1) Mon,0.02,0.19,(12) December,995,5,67.08,1543820400000,TP05
309,Codeine,29.69,370.28,(2) Tue,0.0,0.24,(12) December,996,7,84.31,1543906800000,TP05
310,Codeine,0.0,347.31,(3) Wed,0.0,0.2,(12) December,997,6,69.81,1543993200000,TP05
311,Codeine,0.0,153.47,(4) Thu,0.0,0.1,(12) December,998,3,34.48,1544079600000,TP05
312,Codeine,0.0,548.73,(5) Fri,0.0,0.3,(12) December,999,9,107.62,1544166000000,TP05
313,Codeine,0.0,103.98,(6) Sat,0.0,0.03,(12) December,1000,1,11.13,1544252400000,TP05
314,Codeine,0.0,135.67,(7) Sun,0.0,0.04,(12) December,1001,1,13.27,1544338800000,TP05
315,Fentanyl,0.06,3.47,(1) Mon,0.0,0.0,(12) December,1002,0,0.75,1543820400000,TP05
316,Fentanyl,0.05,2.62,(2) Tue,0.0,0.0,(12) December,1003,0,0.6,1543906800000,TP05
317,Fentanyl,0.0,4.99,(3) Wed,0.0,0.0,(12) December,1004,0,1.0,1543993200000,TP05
318,Fentanyl,0.0,3.28,(4) Thu,0.0,0.0,(12) December,1005,0,0.74,1544079600000,TP05
319,Fentanyl,0.0,4.04,(5) Fri,0.0,0.0,(12) December,1006,0,0.79,1544166000000,TP05
320,Fentanyl,0.0,1.93,(6) Sat,0.0,0.0,(12) December,1007,0,0.21,1544252400000,TP05
321,Fentanyl,0.0,2.44,(7) Sun,0.0,0.0,(12) December,1008,0,0.24,1544338800000,TP05
322,Norfentanyl,0.15,4.98,(1) Mon,0.0,0.0,(12) December,1009,0,1.07,1543820400000,TP05
323,Norfentanyl,0.37,12.3,(2) Tue,0.0,0.01,(12) December,1010,0,2.8,1543906800000,TP05
324,Norfentanyl,0.0,16.1,(3) Wed,0.0,0.01,(12) December,1011,0,3.24,1543993200000,TP05
325,Norfentanyl,0.0,15.33,(4) Thu,0.0,0.01,(12) December,1012,0,3.44,1544079600000,TP05
326,Norfentanyl,0.0,11.66,(5) Fri,0.0,0.01,(12) December,1013,0,2.29,1544166000000,TP05
327,Norfentanyl,0.0,6.08,(6) Sat,0.0,0.0,(12) December,1014,0,0.65,1544252400000,TP05
328,Norfentanyl,0.0,4.91,(7) Sun,0.0,0.0,(12) December,1015,0,0.48,1544338800000,TP05
329,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(12) December,1016,-10000,-9999.99,1543820400000,TP05
330,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(12) December,1017,-10000,-9999.99,1543906800000,TP05
331,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(12) December,1018,-10000,-9999.99,1543993200000,TP05
332,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(12) December,1019,-10000,-9999.99,1544079600000,TP05
333,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(12) December,1020,-10000,-9999.99,1544166000000,TP05
334,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(12) December,1021,-10000,-9999.99,1544252400000,TP05
335,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(12) December,1022,-10000,-9999.99,1544338800000,TP05
336,6-Acetylmorphine,0.04,9.29,(1) Mon,0.0,0.01,(12) December,1023,0,2.0,1543820400000,TP05
337,6-Acetylmorphine,0.03,8.59,(2) Tue,0.0,0.01,(12) December,1024,0,1.96,1543906800000,TP05
338,6-Acetylmorphine,0.0,6.59,(3) Wed,0.0,0.0,(12) December,1025,0,1.32,1543993200000,TP05
339,6-Acetylmorphine,0.0,7.78,(4) Thu,0.0,0.0,(12) December,1026,0,1.75,1544079600000,TP05
340,6-Acetylmorphine,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(12) December,1027,-10000,-9999.99,1544166000000,TP05
341,6-Acetylmorphine,0.0,4.37,(6) Sat,0.0,0.0,(12) December,1028,0,0.47,1544252400000,TP05
342,6-Acetylmorphine,0.0,7.79,(7) Sun,0.0,0.0,(12) December,1029,0,0.76,1544338800000,TP05
343,Oxycodone,5.51,119.84,(1) Mon,0.0,0.08,(01) January,1128,1,27.97,1546844400000,TP05
344,Oxycodone,7.05,153.41,(2) Tue,0.0,0.09,(01) January,1129,2,33.77,1546930800000,TP05
345,Oxycodone,7.08,154.05,(3) Wed,0.0,0.09,(01) January,1130,2,33.8,1547017200000,TP05
346,Oxycodone,4.28,93.05,(4) Thu,0.0,0.06,(01) January,1131,1,20.56,1547103600000,TP05
347,Oxycodone,9.21,200.4,(5) Fri,0.01,0.12,(01) January,1132,2,41.03,1547190000000,TP05
348,Oxycodone,5.0,108.79,(6) Sat,0.0,0.03,(01) January,1133,1,12.37,1547276400000,TP05
349,Oxycodone,12.58,273.71,(7) Sun,0.0,0.09,(01) January,1134,1,30.85,1547362800000,TP05
350,Noroxycodone,8.09,169.82,(1) Mon,0.01,0.11,(01) January,1135,2,39.64,1546844400000,TP05
351,Noroxycodone,9.19,193.1,(2) Tue,0.01,0.12,(01) January,1136,2,42.5,1546930800000,TP05
352,Noroxycodone,9.69,203.52,(3) Wed,0.01,0.13,(01) January,1137,2,44.66,1547017200000,TP05
353,Noroxycodone,6.64,139.47,(4) Thu,0.0,0.09,(01) January,1138,1,30.81,1547103600000,TP05
354,Noroxycodone,14.58,306.15,(5) Fri,0.01,0.18,(01) January,1139,3,62.68,1547190000000,TP05
355,Noroxycodone,6.93,145.5,(6) Sat,0.0,0.05,(01) January,1140,1,16.54,1547276400000,TP05
356,Noroxycodone,30.35,637.5,(7) Sun,0.01,0.2,(01) January,1141,3,71.85,1547362800000,TP05
357,Codeine,0.12,239.92,(1) Mon,0.0,0.16,(01) January,1142,0,56.0,1546844400000,TP05
358,Codeine,0.17,329.27,(2) Tue,0.0,0.2,(01) January,1143,0,72.48,1546930800000,TP05
359,Codeine,0.21,405.48,(3) Wed,0.0,0.25,(01) January,1144,0,88.97,1547017200000,TP05
360,Codeine,0.14,271.54,(4) Thu,0.0,0.17,(01) January,1145,0,59.99,1547103600000,TP05
361,Codeine,0.15,294.64,(5) Fri,0.0,0.17,(01) January,1146,0,60.32,1547190000000,TP05
362,Codeine,0.03,58.47,(6) Sat,0.0,0.02,(01) January,1147,0,6.65,1547276400000,TP05
363,Codeine,0.0,9.0,(7) Sun,0.0,0.0,(01) January,1148,0,1.01,1547362800000,TP05
364,Fentanyl,0.22,10.3,(1) Mon,0.0,0.01,(01) January,1149,0,2.4,1546844400000,TP05
365,Fentanyl,0.32,14.8,(2) Tue,0.0,0.01,(01) January,1150,0,3.26,1546930800000,TP05
366,Fentanyl,0.25,11.53,(3) Wed,0.0,0.01,(01) January,1151,0,2.53,1547017200000,TP05
367,Fentanyl,0.2,9.47,(4) Thu,0.0,0.01,(01) January,1152,0,2.09,1547103600000,TP05
368,Fentanyl,0.26,11.92,(5) Fri,0.0,0.01,(01) January,1153,0,2.44,1547190000000,TP05
369,Fentanyl,0.19,8.86,(6) Sat,0.0,0.0,(01) January,1154,0,1.01,1547276400000,TP05
370,Fentanyl,0.16,7.66,(7) Sun,0.0,0.0,(01) January,1155,0,0.86,1547362800000,TP05
371,Norfentanyl,0.31,29.85,(1) Mon,0.0,0.02,(01) January,1156,0,6.97,1546844400000,TP05
372,Norfentanyl,0.57,55.28,(2) Tue,0.0,0.03,(01) January,1157,0,12.17,1546930800000,TP05
373,Norfentanyl,0.51,48.97,(3) Wed,0.0,0.03,(01) January,1158,0,10.74,1547017200000,TP05
374,Norfentanyl,0.22,21.0,(4) Thu,0.0,0.01,(01) January,1159,0,4.64,1547103600000,TP05
375,Norfentanyl,0.51,48.68,(5) Fri,0.0,0.03,(01) January,1160,0,9.97,1547190000000,TP05
376,Norfentanyl,0.17,16.82,(6) Sat,0.0,0.01,(01) January,1161,0,1.91,1547276400000,TP05
377,Norfentanyl,0.14,13.55,(7) Sun,0.0,0.0,(01) January,1162,0,1.53,1547362800000,TP05
378,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(01) January,1163,-10000,-9999.99,1546844400000,TP05
379,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(01) January,1164,-10000,-9999.99,1546930800000,TP05
380,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(01) January,1165,-10000,-9999.99,1547017200000,TP05
381,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(01) January,1166,-10000,-9999.99,1547103600000,TP05
382,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(01) January,1167,-10000,-9999.99,1547190000000,TP05
383,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(01) January,1168,-10000,-9999.99,1547276400000,TP05
384,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(01) January,1169,-10000,-9999.99,1547362800000,TP05
385,6-Acetylmorphine,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(01) January,1170,-10000,-9999.99,1546844400000,TP05
386,6-Acetylmorphine,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(01) January,1171,-10000,-9999.99,1546930800000,TP05
387,6-Acetylmorphine,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(01) January,1172,-10000,-9999.99,1547017200000,TP05
388,6-Acetylmorphine,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(01) January,1173,-10000,-9999.99,1547103600000,TP05
389,6-Acetylmorphine,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(01) January,1174,-10000,-9999.99,1547190000000,TP05
390,6-Acetylmorphine,0.0,13.67,(6) Sat,0.0,0.0,(01) January,1175,0,1.55,1547276400000,TP05
391,6-Acetylmorphine,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(01) January,1176,-10000,-9999.99,1547362800000,TP05
392,Oxycodone,0.01,0.17,(2) Tue,0.01,0.11,(02) Feb,1275,3,40.03,1550559600000,TP05
393,Oxycodone,0.02,0.18,(3) Wed,0.01,0.11,(02) Feb,1276,4,38.92,1550646000000,TP05
394,Oxycodone,0.0,0.17,(4) Thu,0.0,0.12,(02) Feb,1277,0,43.56,1550732400000,TP05
395,Oxycodone,0.0,0.09,(5) Fri,0.0,0.08,(02) Feb,1278,1,27.3,1550818800000,TP05
396,Oxycodone,0.01,0.08,(6) Sat,0.0,0.04,(02) Feb,1279,1,12.76,1550905200000,TP05
397,Oxycodone,0.0,0.03,(7) Sun,0.0,0.01,(02) Feb,1280,0,3.96,1550991600000,TP05
398,Oxycodone,0.0,0.15,(1) Mon,0.0,0.1,(02) Feb,1281,1,36.03,1551078000000,TP05
399,Noroxycodone,0.01,0.26,(2) Tue,0.01,0.17,(02) Feb,1282,2,59.37,1550559600000,TP05
400,Noroxycodone,0.02,0.21,(3) Wed,0.01,0.13,(02) Feb,1283,4,46.28,1550646000000,TP05
401,Noroxycodone,0.0,0.17,(4) Thu,0.0,0.12,(02) Feb,1284,0,43.54,1550732400000,TP05
402,Noroxycodone,0.01,0.11,(5) Fri,0.01,0.09,(02) Feb,1285,2,32.35,1550818800000,TP05
403,Noroxycodone,0.0,0.1,(6) Sat,0.0,0.04,(02) Feb,1286,1,15.33,1550905200000,TP05
404,Noroxycodone,0.0,0.04,(7) Sun,0.0,0.02,(02) Feb,1287,0,6.07,1550991600000,TP05
405,Noroxycodone,0.01,0.26,(1) Mon,0.01,0.17,(02) Feb,1288,3,61.59,1551078000000,TP05
406,Codeine,0.08,1.27,(2) Tue,0.05,0.82,(02) Feb,1289,17,291.57,1550559600000,TP05
407,Codeine,0.03,0.49,(3) Wed,0.02,0.31,(02) Feb,1290,7,109.07,1550646000000,TP05
408,Codeine,0.02,0.28,(4) Thu,0.01,0.2,(02) Feb,1291,5,69.91,1550732400000,TP05
409,Codeine,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(02) Feb,1292,-10000,-9999.99,1550818800000,TP05
410,Codeine,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(02) Feb,1293,-10000,-9999.99,1550905200000,TP05
411,Codeine,0.01,0.08,(7) Sun,0.0,0.03,(02) Feb,1294,1,10.54,1550991600000,TP05
412,Codeine,0.02,0.37,(1) Mon,0.01,0.25,(02) Feb,1295,4,89.09,1551078000000,TP05
413,Fentanyl,0.0,0.0,(2) Tue,0.0,0.0,(02) Feb,1296,0,0.45,1550559600000,TP05
414,Fentanyl,0.0,0.0,(3) Wed,0.0,0.0,(02) Feb,1297,0,0.37,1550646000000,TP05
415,Fentanyl,0.0,0.0,(4) Thu,0.0,0.0,(02) Feb,1298,0,0.43,1550732400000,TP05
416,Fentanyl,0.0,0.0,(5) Fri,0.0,0.0,(02) Feb,1299,0,0.28,1550818800000,TP05
417,Fentanyl,0.0,0.0,(6) Sat,0.0,0.0,(02) Feb,1300,0,0.08,1550905200000,TP05
418,Fentanyl,0.0,0.0,(7) Sun,0.0,0.0,(02) Feb,1301,0,0.06,1550991600000,TP05
419,Fentanyl,0.0,0.0,(1) Mon,0.0,0.0,(02) Feb,1302,0,0.16,1551078000000,TP05
420,Norfentanyl,0.0,0.01,(2) Tue,0.0,0.01,(02) Feb,1303,0,3.43,1550559600000,TP05
421,Norfentanyl,0.0,0.01,(3) Wed,0.0,0.01,(02) Feb,1304,0,2.3,1550646000000,TP05
422,Norfentanyl,0.0,0.01,(4) Thu,0.0,0.01,(02) Feb,1305,0,2.14,1550732400000,TP05
423,Norfentanyl,0.0,0.0,(5) Fri,0.0,0.0,(02) Feb,1306,0,0.97,1550818800000,TP05
424,Norfentanyl,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(02) Feb,1307,-10000,-9999.99,1550905200000,TP05
425,Norfentanyl,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(02) Feb,1308,-10000,-9999.99,1550991600000,TP05
426,Norfentanyl,0.0,0.01,(1) Mon,0.0,0.0,(02) Feb,1309,0,1.54,1551078000000,TP05
427,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(02) Feb,1310,-10000,-9999.99,1550559600000,TP05
428,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(02) Feb,1311,-10000,-9999.99,1550646000000,TP05
429,Heroin,0.0,0.01,(4) Thu,0.0,0.01,(02) Feb,1312,0,2.59,1550732400000,TP05
430,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(02) Feb,1313,-10000,-9999.99,1550818800000,TP05
431,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(02) Feb,1314,-10000,-9999.99,1550905200000,TP05
432,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(02) Feb,1315,-10000,-9999.99,1550991600000,TP05
433,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(02) Feb,1316,-10000,-9999.99,1551078000000,TP05
434,6-Acetylmorphine,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(02) Feb,1317,-10000,-9999.99,1550559600000,TP05
435,6-Acetylmorphine,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(02) Feb,1318,-10000,-9999.99,1550646000000,TP05
436,6-Acetylmorphine,0.0,0.01,(4) Thu,0.0,0.01,(02) Feb,1319,0,2.34,1550732400000,TP05
437,6-Acetylmorphine,0.0,0.0,(5) Fri,0.0,0.0,(02) Feb,1320,0,1.05,1550818800000,TP05
438,6-Acetylmorphine,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(02) Feb,1321,-10000,-9999.99,1550905200000,TP05
439,6-Acetylmorphine,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(02) Feb,1322,-10000,-9999.99,1550991600000,TP05
440,6-Acetylmorphine,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(02) Feb,1323,-10000,-9999.99,1551078000000,TP05
441,Oxycodone,18.34,175.72,(1) Mon,0.01,0.11,(03) Mar,1423,4,37.83,1552287600000,TP05
442,Oxycodone,7.39,244.16,(2) Tues,0.0,0.16,(03) Mar,1424,2,55.24,1552374000000,TP05
443,Oxycodone,21.49,177.97,(3) Wed,0.01,0.12,(03) Mar,1425,5,41.78,1552460400000,TP05
444,Oxycodone,5.96,291.85,(4) Thu,0.0,0.19,(03) Mar,1426,1,65.95,1552546800000,TP05
445,Oxycodone,3.25,178.51,(5) Fri,0.0,0.1,(03) Mar,1427,1,34.76,1552633200000,TP05
446,Oxycodone,9.94,145.08,(6) Sat,0.0,0.05,(03) Mar,1428,1,17.91,1552719600000,TP05
447,Oxycodone,1.72,57.05,(7) Sun,0.0,0.02,(03) Mar,1429,0,6.41,1552806000000,TP05
448,Noroxycodone,12.61,191.81,(1) Mon,0.01,0.12,(03) Mar,1430,3,41.3,1552287600000,TP05
449,Noroxycodone,11.5,271.3,(2) Tues,0.01,0.17,(03) Mar,1431,3,61.38,1552374000000,TP05
450,Noroxycodone,20.22,223.39,(3) Wed,0.01,0.15,(03) Mar,1432,5,52.44,1552460400000,TP05
451,Noroxycodone,17.97,274.98,(4) Thu,0.01,0.17,(03) Mar,1433,4,62.14,1552546800000,TP05
452,Noroxycodone,9.23,212.48,(5) Fri,0.01,0.12,(03) Mar,1434,2,41.37,1552633200000,TP05
453,Noroxycodone,7.87,143.77,(6) Sat,0.0,0.05,(03) Mar,1435,1,17.75,1552719600000,TP05
454,Noroxycodone,0.49,75.74,(7) Sun,0.0,0.02,(03) Mar,1436,0,8.5,1552806000000,TP05
455,Codeine,0.0,377.55,(1) Mon,0.0,0.23,(03) Mar,1437,0,81.29,1552287600000,TP05
456,Codeine,44.0,636.91,(2) Tues,0.03,0.4,(03) Mar,1438,10,144.1,1552374000000,TP05
457,Codeine,28.87,501.48,(3) Wed,0.02,0.33,(03) Mar,1439,7,117.72,1552460400000,TP05
458,Codeine,28.2,338.85,(4) Thu,0.02,0.21,(03) Mar,1440,6,76.57,1552546800000,TP05
459,Codeine,42.67,254.08,(5) Fri,0.02,0.14,(03) Mar,1441,8,49.47,1552633200000,TP05
460,Codeine,60.89,60.89,(6) Sat,0.02,0.02,(03) Mar,1442,0,15.04,1552719600000,TP05
461,Codeine,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(03) Mar,1443,-10000,-9999.99,1552806000000,TP05
462,Fentanyl,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(03) Mar,1444,-10000,-9999.99,1552287600000,TP05
463,Fentanyl,-9999.99,-9999.99,(2) Tues,-9999.99,-9999.99,(03) Mar,1445,-10000,-9999.99,1552374000000,TP05
464,Fentanyl,0.23,1.76,(3) Wed,0.0,0.0,(03) Mar,1446,0,0.41,1552460400000,TP05
465,Fentanyl,0.71,5.81,(4) Thu,0.0,0.0,(03) Mar,1447,0,1.31,1552546800000,TP05
466,Fentanyl,0.33,2.55,(5) Fri,0.0,0.0,(03) Mar,1448,0,0.5,1552633200000,TP05
